iso3,year,conflict_events_total,conflict_fatalities_best,conflict_fatalities_high,conflict_fatalities_low,conflict_state_based_events,conflict_non_state_events,conflict_one_sided_events,conflict_any_event,conflict_any_fatality
EGY,2018,86,692,695,542,81,0,5,1,1
EGY,2019,120,664,682,286,113,0,7,1,1
EGY,2020,124,547,558,226,112,0,12,1,1
EGY,2021,64,124,216,111,57,0,7,1,1
EGY,2022,68,236,237,218,65,0,3,1,1
EGY,2023,4,6,6,6,1,0,3,1,1
ERI,1993,1,21,21,21,1,0,0,1,1
ERI,1996,2,14,14,14,2,0,0,1,1
ERI,1997,9,31,117,31,9,0,0,1,1
ERI,1998,3,792,10,10,3,0,0,1,1
ERI,1999,13,17203,17417,17203,13,0,0,1,1
ERI,2000,10,1793,1988,1793,6,0,4,1,1
ERI,2003,9,57,57,57,9,0,0,1,1
ERI,2008,1,0,14,0,0,0,1,1,0
ERI,2016,1,25,200,25,1,0,0,1,1
ERI,2022,4,4,503,0,4,0,0,1,1
ESP,1989,12,17,17,17,12,0,0,1,1
ESP,1990,10,19,19,19,10,0,0,1,1
ESP,1991,23,45,45,45,23,0,0,1,1
ESP,1992,15,23,23,23,15,0,0,1,1
ESP,1993,6,12,12,12,6,0,0,1,1
ESP,1994,9,11,11,11,9,0,0,1,1
ESP,1995,10,13,16,12,10,0,0,1,1
ESP,1996,4,4,4,4,4,0,0,1,1
ESP,1997,11,12,12,12,11,0,0,1,1
ESP,1998,6,7,7,7,6,0,0,1,1
ESP,2000,15,20,20,20,15,0,0,1,1
ESP,2001,12,13,13,13,12,0,0,1,1
ESP,2002,4,5,5,5,4,0,0,1,1
ESP,2003,2,3,3,3,2,0,0,1,1
ESP,2004,1,191,191,191,0,0,1,1,1
ESP,2008,2,2,2,2,2,0,0,1,1
ESP,2009,2,3,3,3,2,0,0,1,1
ESP,2017,3,16,16,16,0,0,3,1,1
ESP,2023,1,2,2,2,0,1,0,1,1
ETH,1989,72,25385,25927,25385,59,1,12,1,1
ETH,1990,110,49856,52819,49856,101,0,9,1,1
ETH,1991,44,12440,14156,12437,28,8,8,1,1
ETH,1992,16,1026,1386,1026,7,9,0,1,1
ETH,1993,13,133,136,133,5,7,1,1,1
ETH,1994,5,76,93,76,5,0,0,1,1
ETH,1995,9,1043,1429,1019,8,1,0,1,1
ETH,1996,5,65,196,65,4,1,0,1,1
ETH,1997,4,12,12,12,2,2,0,1,1
ETH,1998,21,1027,2854,448,16,3,2,1,1
ETH,1999,42,30786,33620,30475,38,3,1,1,1
ETH,2000,77,48666,50100,48641,46,24,7,1,1
ETH,2001,52,388,1372,373,32,19,1,1,1
ETH,2002,124,809,3058,809,89,26,9,1,1
ETH,2003,69,1093,1449,1093,40,17,12,1,1
ETH,2004,126,475,2272,450,84,15,27,1,1
ETH,2005,90,290,1023,264,55,17,18,1,1
ETH,2006,102,430,1450,380,76,15,11,1,1
ETH,2007,145,500,1509,475,90,14,41,1,1
ETH,2008,83,311,852,311,55,27,1,1,1
ETH,2009,87,590,1167,590,69,18,0,1,1
ETH,2010,98,152,2036,149,96,1,1,1,1
ETH,2011,92,66,569,41,90,2,0,1,1
ETH,2012,90,391,1150,385,76,4,10,1,1
ETH,2013,54,88,1017,80,53,0,1,1,1
ETH,2014,27,139,380,139,20,1,6,1,1
ETH,2015,97,307,505,282,41,0,56,1,1
ETH,2016,148,529,929,484,46,5,97,1,1
ETH,2017,41,488,546,470,1,21,19,1,1
ETH,2018,63,713,922,627,4,27,32,1,1
ETH,2019,63,425,639,424,15,27,21,1,1
ETH,2020,263,24429,26794,24028,73,40,150,1,1
ETH,2021,730,129516,134497,128300,449,4,277,1,1
ETH,2022,879,165025,173192,164719,699,4,176,1,1
ETH,2023,579,2346,7858,2281,332,25,222,1,1
ETH,2024,866,4072,11842,3568,481,17,368,1,1
FRA,1992,1,0,1,0,1,0,0,1,0
FRA,1995,1,8,8,8,0,0,1,1,1
FRA,1996,1,0,2,0,1,0,0,1,0
FRA,2007,1,2,2,2,1,0,0,1,1
FRA,2012,1,4,4,4,0,0,1,1,1
FRA,2015,2,133,133,133,1,0,1,1,1
FRA,2016,2,87,87,87,0,0,2,1,1
FRA,2017,1,2,2,2,1,0,0,1,1
FRA,2018,8,13,14,12,4,0,4,1,1
FRA,2023,42,48,48,48,0,41,1,1,1
FRA,2024,3,3,3,3,0,3,0,1,1
GBR,1989,27,41,42,41,21,0,6,1,1
GBR,1990,32,47,49,47,26,0,6,1,1
GBR,1991,32,38,39,38,20,0,12,1,1
GBR,1992,30,39,39,39,14,0,16,1,1
GBR,1993,34,47,47,47,14,0,20,1,1
GBR,1994,16,16,16,16,6,0,10,1,1
GBR,1996,2,2,2,2,2,0,0,1,1
GBR,1997,4,5,5,5,2,0,2,1,1
GBR,1998,3,31,31,31,1,0,2,1,1
GBR,2000,1,1,1,1,0,0,1,1,1
GBR,2001,1,1,1,1,0,0,1,1,1
GBR,2002,4,3,4,3,0,0,4,1,1
GBR,2003,2,1,2,1,0,0,2,1,1
GBR,2004,1,1,1,1,0,0,1,1,1
GBR,2005,2,53,53,53,0,0,2,1,1
GBR,2006,1,0,1,0,0,0,1,1,0
GBR,2009,2,2,3,2,1,0,1,1,1
GBR,2011,1,1,1,1,1,0,0,1,1
GBR,2019,3,4,4,4,2,0,1,1,1
GEO,1991,6,52,170,52,6,0,0,1,1
GEO,1992,96,775,1412,775,96,0,0,1,1
GEO,1993,113,1837,2835,1837,108,0,5,1,1
GEO,1995,3,52,58,52,0,0,3,1,1
GEO,1997,5,26,36,26,0,5,0,1,1
GEO,1998,3,38,38,38,0,3,0,1,1
GEO,2002,2,0,17,0,2,0,0,1,0
GEO,2004,13,27,73,27,13,0,0,1,1
GEO,2008,12,621,859,621,12,0,0,1,1
GEO,2010,4,3,7,3,4,0,0,1,1
GEO,2011,1,0,3,0,1,0,0,1,0
GEO,2023,1,1,1,1,0,0,1,1,1
GHA,1991,2,30,52,30,0,2,0,1,1
GHA,1992,2,63,80,63,0,2,0,1,1
GHA,1993,1,2,2,2,0,1,0,1,1
GHA,1994,9,2004,10024,1004,0,9,0,1,1
GHA,1995,8,155,172,155,0,8,0,1,1
GHA,2000,1,30,68,7,0,1,0,1,1
GHA,2001,1,50,50,50,0,1,0,1,1
GHA,2002,1,36,40,25,0,1,0,1,1
GHA,2008,10,55,57,54,0,10,0,1,1
GHA,2009,2,8,13,8,0,2,0,1,1
GHA,2010,1,1,1,0,0,1,0,1,1
GHA,2022,5,16,19,16,0,5,0,1,1
GHA,2023,9,15,24,9,0,9,0,1,1
GHA,2024,3,7,13,7,0,3,0,1,1
GIN,1994,1,0,30,0,0,0,1,1,0
GIN,1996,1,27,27,27,0,0,1,1,1
GIN,1998,3,12,12,12,0,0,3,1,1
GIN,1999,2,13,13,13,0,0,2,1,1
GIN,2000,26,256,564,221,20,1,5,1,1
GIN,2001,4,430,730,430,4,0,0,1,1
GIN,2005,1,3,3,0,0,0,1,1,1
GIN,2006,6,15,39,15,0,0,6,1,1
GIN,2007,21,45,56,42,0,0,21,1,1
GIN,2009,3,160,160,159,0,0,3,1,1
GIN,2010,1,1,1,1,0,0,1,1,1
GIN,2011,1,25,36,25,0,1,0,1,1
GIN,2012,4,9,9,9,0,0,4,1,1
GIN,2013,3,98,98,98,0,3,0,1,1
GIN,2015,1,3,3,3,0,0,1,1,1
GIN,2019,1,1,1,1,0,0,1,1,1
GIN,2020,3,49,49,49,0,3,0,1,1
GIN,2021,1,1,1,1,0,1,0,1,1
GMB,1996,1,0,3,0,0,0,1,1,0
GMB,2004,1,1,1,1,0,0,1,1,1
GMB,2005,2,8,9,8,0,0,2,1,1
GMB,2012,1,1,9,1,0,0,1,1,1
GMB,2024,1,1,1,1,0,0,1,1,1
GNB,1992,1,2,2,2,1,0,0,1,1
GNB,1998,16,505,702,501,16,0,0,1,1
GNB,1999,3,199,225,154,3,0,0,1,1
GNB,2000,2,0,5,0,2,0,0,1,0
GTM,1989,78,491,709,128,49,0,29,1,1
GTM,1990,110,681,712,158,57,0,53,1,1
GTM,1991,74,426,439,118,46,0,28,1,1
GTM,1992,64,393,421,120,43,0,21,1,1
GTM,1993,51,218,379,86,36,0,15,1,1
GTM,1994,38,287,289,61,18,0,20,1,1
GTM,1995,27,122,122,42,17,0,10,1,1
GTM,1996,11,20,21,20,5,0,6,1,1
GTM,1997,1,2,2,2,0,0,1,1,1
GTM,1998,1,1,1,1,0,0,1,1,1
GTM,2000,1,0,2,0,0,0,1,1,0
GTM,2001,1,5,5,5,0,1,0,1,1
GTM,2002,2,2,3,2,0,0,2,1,1
GTM,2004,2,1,35,1,0,0,2,1,1
GTM,2005,5,58,58,58,0,4,1,1,1
GTM,2007,2,6,6,6,0,0,2,1,1
GTM,2008,5,41,42,41,0,5,0,1,1
GTM,2009,1,1,1,1,0,1,0,1,1
GTM,2011,4,36,38,36,0,0,4,1,1
GTM,2015,4,24,24,7,0,4,0,1,1
GTM,2016,1,2,2,2,0,0,1,1,1
GTM,2021,1,1,1,1,0,0,1,1,1
GTM,2022,3,13,13,13,0,2,1,1,1
GTM,2023,2,10,10,4,0,1,1,1,1
GTM,2024,17,29,29,29,0,2,15,1,1
GUY,2008,3,29,30,29,0,0,3,1,1
HND,1999,1,9,9,9,0,1,0,1,1
HND,2000,1,6,6,6,0,1,0,1,1
HND,2002,1,1,1,1,0,1,0,1,1
HND,2003,7,40,40,40,0,4,3,1,1
HND,2004,4,30,33,30,0,2,2,1,1
HND,2010,5,44,50,44,0,5,0,1,1
HND,2012,4,18,18,18,0,4,0,1,1
HND,2013,2,6,6,6,0,2,0,1,1
HND,2014,3,21,21,21,0,3,0,1,1
HND,2015,13,71,71,3,0,12,1,1,1
HND,2016,2,10,10,10,0,2,0,1,1
HND,2018,2,2,2,1,0,1,1,1,1
HND,2019,3,40,40,40,0,2,1,1,1
HND,2020,1,1,1,1,0,1,0,1,1
HND,2021,4,10,10,7,0,1,3,1,1
HND,2022,3,6,6,4,0,1,2,1,1
HND,2023,27,105,108,50,0,26,1,1,1
HND,2024,13,5,20,2,0,11,2,1,1
HRV,1992,33,142,156,142,33,0,0,1,1
HRV,1993,55,373,507,373,51,0,4,1,1
HRV,1995,69,963,2365,477,60,0,9,1,1
HTI,1989,4,48,57,21,4,0,0,1,1
HTI,1990,2,2,3,2,0,0,2,1,1
HTI,1991,8,270,705,162,1,1,6,1,1
HTI,1993,3,37,137,37,0,0,3,1,1
HTI,1994,4,44,463,44,0,0,4,1,1
HTI,1995,1,1,1,1,0,0,1,1,1
HTI,1999,2,11,12,11,0,0,2,1,1
HTI,2004,22,231,547,154,19,0,3,1,1
HTI,2005,7,40,74,40,0,0,7,1,1
HTI,2017,1,8,8,8,0,0,1,1,1
HTI,2018,1,71,71,71,0,0,1,1,1
HTI,2019,1,1,1,1,0,0,1,1,1
HTI,2020,48,166,166,166,0,0,48,1,1
HTI,2021,25,140,155,140,0,8,17,1,1
HTI,2022,65,236,237,236,0,9,56,1,1
HTI,2023,49,454,461,449,0,3,46,1,1
HTI,2024,116,1294,1332,1225,47,4,65,1,1
IDN,1989,5,7,7,7,5,0,0,1,1
IDN,1990,46,200,255,149,29,0,17,1,1
IDN,1991,38,429,651,244,19,0,19,1,1
IDN,1992,14,53,53,53,10,0,4,1,1
IDN,1993,8,27,27,27,4,0,4,1,1
IDN,1994,9,12,21,8,4,0,5,1,1
IDN,1995,21,63,81,63,10,0,11,1,1
IDN,1996,18,36,65,36,8,0,10,1,1
IDN,1997,37,441,486,441,14,13,10,1,1
IDN,1998,30,141,234,78,12,0,18,1,1
IDN,1999,338,2421,3480,1899,74,60,204,1,1
IDN,2000,157,917,976,848,108,32,17,1,1
IDN,2001,107,884,1138,843,48,31,28,1,1
IDN,2002,265,762,893,694,207,11,47,1,1
IDN,2003,227,1069,1829,1037,191,0,36,1,1
IDN,2004,359,1082,1238,1069,288,12,59,1,1
IDN,2005,33,242,246,242,26,0,7,1,1
IDN,2006,3,13,13,13,2,0,1,1,1
IDN,2007,1,2,2,2,0,0,1,1,1
IDN,2008,3,6,6,5,2,0,1,1,1
IDN,2011,4,9,9,9,0,3,1,1,1
IDN,2012,1,1,1,1,0,0,1,1,1
IDN,2013,6,20,20,20,6,0,0,1,1
IDN,2014,4,12,12,12,4,0,0,1,1
IDN,2015,3,4,6,4,0,0,3,1,1
IDN,2017,3,2,6,2,2,0,1,1,1
IDN,2018,11,37,54,34,7,0,4,1,1
IDN,2019,22,41,49,28,18,0,4,1,1
IDN,2020,24,35,42,23,17,0,7,1,1
IDN,2021,42,68,76,41,32,0,10,1,1
IDN,2022,33,64,65,53,20,0,13,1,1
IDN,2023,39,94,110,74,26,0,13,1,1
IDN,2024,61,77,87,59,41,0,20,1,1
IND,1989,119,1852,3127,1838,53,11,55,1,1
IND,1990,333,4801,5647,4744,124,67,142,1,1
IND,1991,221,3724,4362,3724,126,11,84,1,1
IND,1992,240,4163,5154,4141,149,16,75,1,1
IND,1993,331,2326,4364,2297,229,14,88,1,1
IND,1994,244,1435,1760,1425,223,8,13,1,1
IND,1995,226,1079,1398,1067,189,10,27,1,1
IND,1996,177,1333,2152,1331,126,10,41,1,1
IND,1997,277,1448,1782,1422,195,15,67,1,1
IND,1998,386,1623,1957,1594,245,25,116,1,1
IND,1999,544,2563,3404,2475,375,5,164,1,1
IND,2000,1534,4103,4244,3992,1216,27,291,1,1
IND,2001,555,1931,5198,1807,278,8,269,1,1
IND,2002,1083,3031,3310,2988,835,26,222,1,1
IND,2003,919,2442,2748,2364,671,28,220,1,1
IND,2004,997,2527,2567,1988,725,4,268,1,1
IND,2005,910,2015,2225,1972,646,13,251,1,1
IND,2006,932,2155,2347,2084,651,54,227,1,1
IND,2007,727,1775,1899,1663,494,45,188,1,1
IND,2008,680,1863,1999,1766,460,46,174,1,1
IND,2009,843,1621,1896,1523,551,29,263,1,1
IND,2010,780,1633,1878,1545,469,3,308,1,1
IND,2011,408,798,861,798,229,3,176,1,1
IND,2012,428,801,850,771,240,69,119,1,1
IND,2013,346,702,747,639,208,28,110,1,1
IND,2014,400,734,920,545,275,2,123,1,1
IND,2015,321,622,732,554,242,0,79,1,1
IND,2016,419,762,877,738,325,0,94,1,1
IND,2017,400,847,861,846,290,7,103,1,1
IND,2018,480,952,1023,942,367,2,111,1,1
IND,2019,354,734,762,721,248,0,106,1,1
IND,2020,389,754,784,752,268,41,80,1,1
IND,2021,277,521,539,510,223,0,54,1,1
IND,2022,266,393,395,390,195,6,65,1,1
IND,2023,217,406,487,388,130,31,56,1,1
IND,2024,234,552,595,537,158,17,59,1,1
IRN,1990,14,31,335,31,14,0,0,1,1
IRN,1991,3,44,51,44,3,0,0,1,1
IRN,1992,2,4,4,4,2,0,0,1,1
IRN,1993,17,153,225,153,17,0,0,1,1
IRN,1994,2,16,16,16,2,0,0,1,1
IRN,1995,3,17,28,17,3,0,0,1,1
IRN,1996,4,34,46,34,4,0,0,1,1
IRN,1997,13,37,40,37,13,0,0,1,1
IRN,1998,5,13,17,13,5,0,0,1,1
IRN,1999,6,19,19,19,6,0,0,1,1
IRN,2000,21,41,83,41,18,0,3,1,1
IRN,2001,14,112,133,112,14,0,0,1,1
IRN,2003,1,2,2,2,1,0,0,1,1
IRN,2005,15,54,63,54,8,0,7,1,1
IRN,2006,21,61,127,56,20,0,1,1,1
IRN,2007,21,86,189,61,21,0,0,1,1
IRN,2008,20,118,255,118,19,0,1,1,1
IRN,2009,32,208,229,177,13,0,19,1,1
IRN,2010,12,101,104,101,11,0,1,1,1
IRN,2011,14,220,224,213,14,0,0,1,1
IRN,2012,5,17,17,17,5,0,0,1,1
IRN,2013,4,11,19,11,4,0,0,1,1
IRN,2014,2,5,5,5,2,0,0,1,1
IRN,2015,8,25,67,24,8,0,0,1,1
IRN,2016,25,69,208,69,25,0,0,1,1
IRN,2017,12,58,82,58,12,0,0,1,1
IRN,2018,18,92,142,81,17,0,1,1,1
IRN,2019,89,313,457,176,14,0,75,1,1
IRN,2020,26,246,280,211,19,0,7,1,1
IRN,2021,34,82,94,40,16,0,18,1,1
IRN,2022,158,251,383,243,3,0,155,1,1
IRN,2023,13,43,43,43,10,0,3,1,1
IRN,2024,33,222,225,222,31,0,2,1,1
IRQ,1989,2,50,50,50,2,0,0,1,1
IRQ,1990,6,117,2259,117,2,0,4,1,1
IRQ,1991,101,24501,31541,24501,82,0,19,1,1
IRQ,1992,53,846,1431,846,34,7,12,1,1
IRQ,1993,41,368,580,338,29,8,4,1,1
IRQ,1994,38,995,1312,995,16,17,5,1,1
IRQ,1995,86,1537,2386,1537,51,31,4,1,1
IRQ,1996,66,832,1205,832,48,10,8,1,1
IRQ,1997,71,1628,2783,1628,48,22,1,1,1
IRQ,1998,17,96,184,96,14,1,2,1,1
IRQ,1999,18,308,937,308,8,0,10,1,1
IRQ,2000,11,193,213,193,2,6,3,1,1
IRQ,2001,14,56,88,56,13,1,0,1,1
IRQ,2002,6,111,201,111,2,4,0,1,1
IRQ,2003,106,8021,14159,7995,97,7,2,1,1
IRQ,2004,344,4366,6468,4344,285,11,48,1,1
IRQ,2005,505,3521,4599,3445,414,1,90,1,1
IRQ,2006,534,4598,4981,3772,448,1,85,1,1
IRQ,2007,451,4489,4926,3759,339,9,103,1,1
IRQ,2008,403,2765,3579,2702,325,0,78,1,1
IRQ,2009,355,1720,1785,1476,218,0,137,1,1
IRQ,2010,367,1857,1943,1542,251,0,116,1,1
IRQ,2011,192,1365,1654,1216,160,0,32,1,1
IRQ,2012,258,1407,1443,1274,148,0,110,1,1
IRQ,2013,503,4010,4120,3792,330,3,170,1,1
IRQ,2014,796,16437,17931,15423,657,6,133,1,1
IRQ,2015,687,11304,12767,11209,567,1,119,1,1
IRQ,2016,726,12025,12705,11757,563,0,163,1,1
IRQ,2017,609,11417,13609,11168,548,0,61,1,1
IRQ,2018,268,1448,1506,1430,225,0,43,1,1
IRQ,2019,281,960,1110,912,250,0,31,1,1
IRQ,2020,276,945,997,891,250,0,26,1,1
IRQ,2021,366,1014,1250,912,311,0,55,1,1
IRQ,2022,371,1027,1056,1018,367,0,4,1,1
IRQ,2023,242,498,614,498,238,0,4,1,1
IRQ,2024,268,409,571,403,265,0,3,1,1
ISR,1989,58,93,97,93,7,0,51,1,1
ISR,1990,37,43,51,43,15,0,22,1,1
ISR,1991,37,47,49,47,17,2,18,1,1
ISR,1992,55,72,77,71,41,2,12,1,1
ISR,1993,61,88,90,88,48,0,13,1,1
ISR,1994,52,116,119,113,31,0,21,1,1
ISR,1995,24,78,80,78,17,0,7,1,1
ISR,1996,25,132,150,130,19,0,6,1,1
ISR,1997,5,25,27,25,2,0,3,1,1
ISR,1998,4,6,6,6,3,0,1,1,1
ISR,1999,2,2,4,2,1,0,1,1,1
ISR,2000,60,109,114,106,55,0,5,1,1
ISR,2001,179,356,401,347,139,0,40,1,1
ISR,2002,377,892,977,885,286,1,90,1,1
ISR,2003,152,468,495,468,111,0,41,1,1
ISR,2004,269,522,633,500,196,0,73,1,1
ISR,2005,117,214,241,198,70,0,47,1,1
ISR,2006,271,557,652,524,216,22,33,1,1
ISR,2007,239,538,596,535,145,75,19,1,1
ISR,2008,156,738,787,647,143,3,10,1,1
ISR,2009,153,751,922,653,146,1,6,1,1
ISR,2010,42,75,80,75,38,0,4,1,1
ISR,2011,51,102,102,102,50,0,1,1,1
ISR,2012,144,253,262,253,143,0,1,1,1
ISR,2013,10,12,12,12,10,0,0,1,1
ISR,2014,919,2411,2419,2399,914,0,5,1,1
ISR,2015,12,16,21,16,9,0,3,1,1
ISR,2016,10,11,13,11,6,0,4,1,1
ISR,2017,8,25,25,25,7,0,1,1,1
ISR,2018,49,75,87,75,38,0,11,1,1
ISR,2019,44,83,93,83,40,0,4,1,1
ISR,2020,5,8,8,8,3,0,2,1,1
ISR,2021,106,280,280,280,99,0,7,1,1
ISR,2022,45,98,98,95,43,0,2,1,1
ISR,2023,1200,27434,27555,27366,1165,0,35,1,1
ISR,2024,3092,21476,21544,21419,3073,0,19,1,1
ITA,1993,1,0,1,0,1,0,0,1,0
JAM,1989,1,1,1,0,0,1,0,1,1
JAM,1994,1,5,5,5,0,1,0,1,1
JAM,2001,20,116,126,116,0,20,0,1,1
JAM,2002,7,22,22,22,0,7,0,1,1
JOR,1992,1,1,1,1,0,0,1,1,1
JOR,2005,1,59,59,59,0,0,1,1,1
JOR,2015,1,1,1,1,1,0,0,1,1
JOR,2016,5,37,37,37,4,1,0,1,1
JOR,2024,1,3,3,3,1,0,0,1,1
KEN,1989,3,63,135,63,0,2,1,1,1
KEN,1990,1,7,7,2,0,0,1,1,1
KEN,1991,2,17,17,17,0,2,0,1,1
KEN,1992,26,159,208,159,0,22,4,1,1
KEN,1993,18,287,287,256,0,17,1,1,1
KEN,1994,13,34,52,34,0,11,2,1,1
KEN,1995,4,60,61,60,0,3,1,1,1
KEN,1996,9,170,195,170,0,7,2,1,1
KEN,1997,11,212,217,212,0,9,2,1,1
KEN,1998,15,322,459,322,0,15,0,1,1
KEN,1999,8,229,231,168,2,6,0,1,1
KEN,2000,18,261,261,261,0,15,3,1,1
KEN,2001,18,192,225,192,1,15,2,1,1
KEN,2002,5,45,45,45,0,4,1,1,1
KEN,2003,2,7,7,7,0,2,0,1,1
KEN,2004,4,20,20,20,0,4,0,1,1
KEN,2005,29,215,318,212,0,23,6,1,1
KEN,2006,22,219,225,218,0,18,4,1,1
KEN,2007,52,200,262,200,1,7,44,1,1
KEN,2008,117,783,893,758,0,63,54,1,1
KEN,2009,25,170,216,162,0,16,9,1,1
KEN,2010,28,87,88,87,0,28,0,1,1
KEN,2011,26,144,169,134,2,20,4,1,1
KEN,2012,71,309,383,305,19,30,22,1,1
KEN,2013,49,267,459,253,5,40,4,1,1
KEN,2014,85,344,499,331,11,57,17,1,1
KEN,2015,42,389,533,387,21,17,4,1,1
KEN,2016,48,130,187,126,22,15,11,1,1
KEN,2017,107,228,269,226,33,24,50,1,1
KEN,2018,69,164,245,151,24,27,18,1,1
KEN,2019,51,188,230,155,21,22,8,1,1
KEN,2020,65,151,200,150,37,8,20,1,1
KEN,2021,54,135,239,135,38,11,5,1,1
KEN,2022,31,101,178,100,24,1,6,1,1
KEN,2023,57,224,259,219,44,0,13,1,1
KEN,2024,30,112,115,96,17,7,6,1,1
KGZ,1999,2,14,15,14,2,0,0,1,1
KGZ,2000,17,174,175,144,17,0,0,1,1
KGZ,2006,3,6,9,6,3,0,0,1,1
KGZ,2010,25,44,468,44,0,25,0,1,1
KGZ,2015,1,1,1,1,1,0,0,1,1
KGZ,2021,3,40,40,40,3,0,0,1,1
KGZ,2022,32,68,70,64,27,0,5,1,1
KHM,1989,43,814,2434,814,43,0,0,1,1
KHM,1990,25,377,784,371,22,0,3,1,1
KHM,1991,18,322,556,322,15,0,3,1,1
KHM,1992,17,193,212,193,6,0,11,1,1
KHM,1993,82,484,797,481,41,0,41,1,1
KHM,1994,73,572,1299,512,51,0,22,1,1
KHM,1995,100,723,1134,713,96,0,4,1,1
KHM,1996,89,846,1066,846,83,0,6,1,1
KHM,1997,50,444,682,444,46,0,4,1,1
KHM,1998,35,274,451,272,30,0,5,1,1
KHM,1999,1,0,2,0,0,0,1,1,0
KHM,2000,4,4,4,4,0,0,4,1,1
KHM,2003,1,1,1,1,0,0,1,1,1
KHM,2007,1,2,2,2,0,0,1,1,1
KHM,2008,1,2,2,2,1,0,0,1,1
KHM,2009,1,2,5,2,1,0,0,1,1
KHM,2011,3,10,17,10,3,0,0,1,1
KHM,2012,2,1,3,1,0,0,2,1,1
KWT,1990,19,1329,1630,1329,11,0,8,1,1
KWT,1991,19,460,926,417,14,0,5,1,1
KWT,1996,1,1,1,1,0,0,1,1,1
KWT,2015,1,26,26,26,0,0,1,1,1
LAO,1989,1,30,30,30,1,0,0,1,1
LAO,1990,6,255,255,51,5,0,1,1,1
LAO,1993,1,3,3,3,0,0,1,1,1
LAO,1997,1,2,2,2,0,0,1,1,1
LAO,1999,1,2,2,2,0,0,1,1,1
LAO,2000,2,7,7,7,1,0,1,1,1
LAO,2002,2,4,4,4,0,0,2,1,1
LAO,2003,3,5,5,5,0,0,3,1,1
LAO,2004,3,4,4,4,0,0,3,1,1
LAO,2006,4,73,73,70,0,0,4,1,1
LBN,1989,210,1097,1344,978,159,51,0,1,1
LBN,1990,89,1903,2305,1501,18,71,0,1,1
LBN,1991,29,68,75,68,17,12,0,1,1
LBN,1992,54,132,143,132,34,20,0,1,1
LBN,1993,80,165,232,158,59,19,2,1,1
LBN,1994,59,144,183,133,37,21,1,1,1
LBN,1995,72,126,147,123,46,26,0,1,1
LBN,1996,58,214,227,214,39,16,3,1,1
LBN,1997,63,105,124,105,49,13,1,1,1
LBN,1998,51,85,95,85,34,16,1,1,1
LBN,1999,41,74,75,72,25,16,0,1,1
LBN,2000,33,59,59,54,14,18,1,1,1
LBN,2001,3,4,4,4,3,0,0,1,1
LBN,2002,1,0,1,0,1,0,0,1,0
LBN,2003,1,1,1,1,1,0,0,1,1
LBN,2005,3,3,3,3,3,0,0,1,1
LBN,2006,246,1194,1356,1176,244,0,2,1,1
LBN,2008,5,38,64,23,0,5,0,1,1
LBN,2011,2,4,4,4,0,0,2,1,1
LBN,2012,6,53,56,53,0,5,1,1,1
LBN,2013,28,179,196,174,2,25,1,1,1
LBN,2014,41,231,244,231,14,27,0,1,1
LBN,2015,19,200,300,131,12,7,0,1,1
LBN,2016,13,56,62,56,7,5,1,1,1
LBN,2017,20,297,323,296,15,5,0,1,1
LBN,2018,1,2,2,2,1,0,0,1,1
LBN,2020,4,20,20,20,4,0,0,1,1
LBN,2023,39,123,124,123,39,0,0,1,1
LBN,2024,1114,4339,5160,3985,1114,0,0,1,1
LBR,1989,6,45,45,45,4,0,2,1,1
LBR,1990,138,3729,4279,3729,41,5,92,1,1
LBR,1991,19,578,581,578,0,3,16,1,1
LBR,1992,26,453,2109,453,0,12,14,1,1
LBR,1993,47,2673,2897,2673,1,7,39,1,1
LBR,1994,92,4167,5165,4166,0,13,79,1,1
LBR,1995,52,2290,2329,2290,0,4,48,1,1
LBR,1996,31,3077,4082,1424,0,16,15,1,1
LBR,1997,3,13,13,13,0,0,3,1,1
LBR,1998,1,13,13,13,0,0,1,1,1
LBR,1999,3,70,70,70,0,0,3,1,1
LBR,2000,5,101,101,101,3,0,2,1,1
LBR,2001,28,481,491,481,13,0,15,1,1
LBR,2002,43,2259,2284,2158,24,0,19,1,1
LBR,2003,53,3281,3381,3281,34,0,19,1,1
LBR,2019,1,1,1,1,0,0,1,1,1
LBR,2020,2,2,2,2,0,0,2,1,1
LBR,2024,1,1,1,1,0,0,1,1,1
LBY,2008,1,6,6,6,0,1,0,1,1
LBY,2011,235,3914,6453,3874,228,0,7,1,1
LBY,2012,19,378,406,378,1,18,0,1,1
LBY,2013,18,36,66,22,15,3,0,1,1
LBY,2014,109,1455,1539,1446,26,83,0,1,1
LBY,2015,161,1594,1688,1517,28,111,22,1,1
LBY,2016,184,2349,3526,2241,111,67,6,1,1
LBY,2017,80,1096,1277,1006,18,61,1,1,1
LBY,2018,123,670,821,638,7,113,3,1,1
LBY,2019,186,1786,1871,1511,164,19,3,1,1
LBY,2020,131,690,806,579,127,2,2,1,1
LBY,2021,7,12,15,12,6,1,0,1,1
LBY,2022,7,13,17,13,3,4,0,1,1
LBY,2023,1,2,2,2,1,0,0,1,1
LBY,2024,1,2,3,2,1,0,0,1,1
LKA,1989,192,1288,2137,1271,113,9,70,1,1
LKA,1990,244,4840,6133,4807,197,3,44,1,1
LKA,1991,316,6646,7101,6646,299,0,17,1,1
LKA,1992,180,4444,4603,4441,166,0,14,1,1
LKA,1993,111,2084,2363,2084,107,0,4,1,1
